layout/generic/nsVideoFrame.cpp,4
toolkit/mozapps/extensions/AddonManagerStartup.cpp,63
xpcom/threads/nsThread.cpp,37149
accessible/base/EventTree.cpp,2
ipc/mscom/MainThreadHandoff.cpp,9
xpcom/io/nsDirectoryServiceUtils.h,1
js/src/jsfun.h,8
xpcom/reflect/xptcall/xptcall.cpp,3
dom/events/TextComposition.cpp,1
obj-firefox/ipc/ipdl/PCompositorChild.cpp,1
dom/media/mediasource/TrackBuffer.cpp,7
js/src/jsobj.h,17
gfx/layers/ipc/UiCompositorControllerChild.cpp,1
dom/media/webspeech/synth/nsSynthVoiceRegistry.cpp,2
uriloader/base/nsDocLoader.cpp,3498
obj-firefox/dom/bindings/HTMLCollectionBinding.cpp,3
security/nss/lib/ssl/ssldef.c,2
dom/animation/EffectCompositor.cpp,2
js/xpconnect/loader/ScriptPreloader.cpp,167
dom/media/MediaDecoder.cpp,2
dom/indexedDB/IDBIndex.cpp,2
xpcom/base/nsCrashOnException.cpp,8
storage/build/mozStorageModule.cpp,24
netwerk/base/nsTransportUtils.cpp,2
obj-firefox/dist/include/ipc/nsGUIEventIPC.h,2
js/src/ctypes/CTypes.cpp,57
gfx/layers/client/ClientImageLayer.cpp,1
media/webrtc/signaling/src/peerconnection/MediaPipelineFactory.cpp,4
dom/events/IMEContentObserver.cpp,3
parser/html/nsHtml5Highlighter.cpp,4
toolkit/xre/CreateAppData.cpp,3
js/src/jsopcode.cpp,21
obj-firefox/ipc/ipdl/PWebRenderBridgeChild.cpp,68
image/decoders/nsBMPDecoder.cpp,1
dom/plugins/ipc/PluginInstanceChild.cpp,72
gfx/skia/skia/src/gpu/batches/GrBatch.h,1
obj-firefox/ipc/ipdl/PGamepadEventChannelParent.cpp,4
gfx/thebes/gfxDWriteFonts.cpp,2
obj-firefox/dist/include/mtransport/runnable_utils.h,3
layout/svg/SVGImageContext.cpp,1
obj-firefox/ipc/ipdl/PPluginScriptableObjectChild.cpp,23
widget/cocoa/nsAppShell.mm,53
obj-firefox/ipc/ipdl/PNeckoChild.cpp,16
js/src/jit/BaselineDebugModeOSR.h,1
widget/cocoa/nsChildView.mm,9
security/nss/lib/pk11wrap/pk11skey.c,1
gfx/layers/apz/util/APZThreadUtils.cpp,49
image/Downscaler.cpp,2
obj-firefox/dist/include/nsClassHashtable.h,3
ipc/chromium/src/third_party/libevent/evrpc.c,2
netwerk/base/nsSocketTransport2.cpp,38
toolkit/components/telemetry/TelemetryEvent.cpp,1
xpcom/ds/nsPersistentProperties.cpp,1
security/nss/lib/softoken/pkcs11.c,2
gfx/layers/BufferTexture.cpp,4
dom/events/EventListenerService.cpp,5
dom/media/platforms/wmf/WMFVideoMFTManager.cpp,10
gfx/ipc/SharedDIBSurface.cpp,2
js/xpconnect/src/xpcpublic.h,2
gfx/thebes/gfxMatrix.h,2
obj-firefox/dom/bindings/TextEncoderBinding.cpp,5
