layout/generic/nsVideoFrame.cpp,24
obj-firefox/ipc/ipdl/PBackgroundIDBVersionChangeTransactionParent.cpp,3
netwerk/cache2/OldWrappers.cpp,1
js/src/ctypes/libffi/src/x86/ffi64.c,6
gfx/angle/src/libglesv2/entry_points_egl.cpp,1
toolkit/mozapps/extensions/AddonManagerStartup.cpp,124
obj-firefox/ipc/ipdl/PPluginSurfaceChild.cpp,573
xpcom/threads/nsThread.cpp,569066
accessible/base/EventTree.cpp,24
ipc/mscom/MainThreadHandoff.cpp,5177
js/src/jit/TypePolicy.h,1
xpcom/io/nsDirectoryServiceUtils.h,6
js/src/jsfun.h,348
xpcom/reflect/xptcall/xptcall.cpp,37
dom/storage/SessionStorage.cpp,1
media/libspeex_resampler/src/resample.c,19
dom/events/TextComposition.cpp,2
obj-firefox/ipc/ipdl/PCompositorChild.cpp,2
dom/media/mediasource/TrackBuffer.cpp,79
js/src/jsobj.h,157
servo/components/style/parallel.rs,162
image/FrameAnimator.cpp,18
gfx/layers/ipc/UiCompositorControllerChild.cpp,341
dom/base/DirectionalityUtils.cpp,6
servo/components/style/values/specified/length.rs,26
netwerk/protocol/http/HttpBackgroundChannelParent.cpp,391
layout/style/CSSVariableResolver.cpp,17
media/webrtc/trunk/webrtc/modules/video_coding/main/source/generic_encoder.cc,1
js/public/Initialization.h,2
gfx/thebes/gfxFcPlatformFontList.cpp,3
media/webrtc/trunk/webrtc/system_wrappers/source/thread_win.cc,4
dom/media/webspeech/synth/nsSynthVoiceRegistry.cpp,48
security/sandbox/chromium/sandbox/win/src/sharedmem_ipc_server.cc,18
uriloader/base/nsDocLoader.cpp,3982
netwerk/sctp/src/netinet/sctp_asconf.c,8
obj-firefox/dist/include/mozilla/gfx/TiledRegion.h,3
gfx/layers/GLImages.cpp,4
obj-firefox/dom/bindings/HTMLCollectionBinding.cpp,32
media/webrtc/trunk/webrtc/modules/pacing/paced_sender.cc,1
gfx/webrender/src/mask_cache.rs,2
security/nss/lib/ssl/ssldef.c,20
dom/fetch/FetchDriver.cpp,25
gfx/skia/skia/src/opts/SkNx_neon.h,1
security/pkix/lib/pkixder.h,1
dom/animation/EffectCompositor.cpp,26
js/xpconnect/loader/ScriptPreloader.cpp,548
dom/media/MediaDecoder.cpp,3218
dom/indexedDB/IDBIndex.cpp,5
dom/xbl/nsXBLPrototypeBinding.cpp,13
xpcom/base/nsCrashOnException.cpp,267
editor/libeditor/SetTextTransaction.cpp,2
js/xpconnect/src/XPCShellImpl.cpp,3
layout/build/nsContentDLF.cpp,51
dom/base/StructuredCloneBlob.cpp,170
storage/build/mozStorageModule.cpp,39
obj-firefox/x86_64/dist/include/mozilla/dom/FunctionBinding.h,1
obj-firefox/dist/include/mozilla/dom/Event.h,8
parser/html/nsHtml5AttributeName.cpp,3
netwerk/base/nsTransportUtils.cpp,122
obj-firefox/dist/include/ipc/nsGUIEventIPC.h,10
gfx/webrender/src/gpu_cache.rs,50
layout/style/DeclarationBlockInlines.h,16
js/xpconnect/loader/ScriptPreloader.h,1
dom/base/nsLineBreaker.cpp,11
js/src/ctypes/CTypes.cpp,587
gfx/layers/client/ClientImageLayer.cpp,17
layout/generic/nsPlaceholderFrame.cpp,210
media/webrtc/signaling/src/peerconnection/MediaPipelineFactory.cpp,18
security/nss/lib/cryptohi/seckey.c,14
netwerk/base/src/nsSocketTransportService2.cpp,9
js/xpconnect/wrappers/AccessCheck.cpp,6
media/libvpx/libvpx/vpx_dsp/x86/fwd_txfm_impl_sse2.h,1
