layout/generic/nsVideoFrame.cpp,17
obj-firefox/ipc/ipdl/PBackgroundIDBVersionChangeTransactionParent.cpp,3
netwerk/cache2/OldWrappers.cpp,1
js/src/ctypes/libffi/src/x86/ffi64.c,6
gfx/angle/src/libglesv2/entry_points_egl.cpp,1
toolkit/mozapps/extensions/AddonManagerStartup.cpp,122
obj-firefox/ipc/ipdl/PPluginSurfaceChild.cpp,495
xpcom/threads/nsThread.cpp,492916
accessible/base/EventTree.cpp,20
ipc/mscom/MainThreadHandoff.cpp,4772
js/src/jit/TypePolicy.h,1
xpcom/io/nsDirectoryServiceUtils.h,2
js/src/jsfun.h,282
xpcom/reflect/xptcall/xptcall.cpp,35
dom/storage/SessionStorage.cpp,1
media/libspeex_resampler/src/resample.c,19
dom/events/TextComposition.cpp,2
obj-firefox/ipc/ipdl/PCompositorChild.cpp,2
dom/media/mediasource/TrackBuffer.cpp,74
js/src/jsobj.h,135
servo/components/style/parallel.rs,121
image/FrameAnimator.cpp,14
gfx/layers/ipc/UiCompositorControllerChild.cpp,197
dom/base/DirectionalityUtils.cpp,5
servo/components/style/values/specified/length.rs,9
netwerk/protocol/http/HttpBackgroundChannelParent.cpp,387
layout/style/CSSVariableResolver.cpp,17
media/webrtc/trunk/webrtc/modules/video_coding/main/source/generic_encoder.cc,1
js/public/Initialization.h,2
gfx/thebes/gfxFcPlatformFontList.cpp,2
media/webrtc/trunk/webrtc/system_wrappers/source/thread_win.cc,4
dom/media/webspeech/synth/nsSynthVoiceRegistry.cpp,38
security/sandbox/chromium/sandbox/win/src/sharedmem_ipc_server.cc,16
uriloader/base/nsDocLoader.cpp,3968
netwerk/sctp/src/netinet/sctp_asconf.c,8
obj-firefox/dist/include/mozilla/gfx/TiledRegion.h,3
gfx/layers/GLImages.cpp,2
obj-firefox/dom/bindings/HTMLCollectionBinding.cpp,18
gfx/webrender/src/mask_cache.rs,1
security/nss/lib/ssl/ssldef.c,20
dom/fetch/FetchDriver.cpp,25
gfx/skia/skia/src/opts/SkNx_neon.h,1
security/pkix/lib/pkixder.h,1
dom/animation/EffectCompositor.cpp,26
js/xpconnect/loader/ScriptPreloader.cpp,512
dom/media/MediaDecoder.cpp,3129
dom/indexedDB/IDBIndex.cpp,2
