File,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceVariablePrivate,CountDeclMethod,CountInput,CountLine,CountOutput,Cyclomatic,MaxInheritanceTree,MaxNesting,Churn,ChurnTotal,Unique,Crashes,Security
devtools/platform/nsJSInspector.cpp,6,0,224,0,18,0,0,42,15,0,0,0,0,0,933,0
editor/composer/nsComposerCommands.cpp,139,0,3093,0,397,0,0,511,227,0,0,9,1024,3,928,0
js/src/wasm/AsmJS.cpp,381,6,19264,17,2929,79,139,3407,3606,301,5,18,1783,10,927,0
widget/nsIWidget.h,8,1,4227,1,56,4,53,71,158,179,1,16,129,9,925,0
widget/windows/WinIMEHandler.cpp,35,0,1982,0,102,0,0,144,70,0,0,8,126,3,924,0
storage/mozStorageResultSet.cpp,9,0,88,0,16,0,0,24,15,0,0,0,0,0,922,0
media/libpng/pngpread.c,41,0,2461,0,179,0,0,140,172,0,0,0,0,0,921,0
layout/style/ServoStyleSet.h,3,3,764,0,20,5,4,19,8,4,3,76,710,16,915,0
media/mtransport/nr_socket_prsock.cpp,99,0,3769,0,364,0,0,410,381,0,0,11,37,7,913,1
js/xpconnect/src/Sandbox.cpp,104,1,3864,0,364,1,16,603,341,23,2,18,96,8,910,1
xpcom/base/Logging.h,0,0,381,0,8,10,3,15,13,17,0,2,67,1,908,0
parser/htmlparser/nsParser.cpp,94,2,2824,0,235,0,1,256,137,2,1,13,122,6,907,0
media/libcubeb/src/cubeb_opensl.c,73,0,3257,0,251,0,5,311,299,0,0,3,112,2,906,0
editor/libeditor/HTMLEditor.cpp,383,0,9963,0,1299,0,0,1480,385,0,0,58,849,16,898,1
nsprpub/pr/src/md/windows/w95cv.c,21,0,655,0,43,0,0,72,59,0,0,0,0,0,898,0
layout/style/GroupRule.cpp,22,1,723,0,62,1,3,105,30,6,1,2,7,2,893,0
dom/animation/AnimationEffectReadOnly.cpp,10,0,637,0,43,0,0,86,52,0,0,5,54,1,892,0
layout/generic/nsRubyFrame.cpp,19,0,808,0,57,0,0,129,41,0,0,11,110,7,892,0
mozglue/misc/TimeStamp.h,17,0,1700,0,80,2,10,145,131,92,0,2,6,2,890,0
js/xpconnect/loader/URLPreloader.cpp,30,0,1284,0,81,0,0,224,72,0,0,6,799,4,888,0
accessible/base/DocManager.h,5,1,864,1,12,2,31,18,25,43,3,0,0,0,887,0
js/public/Utility.h,12,0,931,0,45,0,1,59,45,9,0,5,143,4,886,0
js/src/jit/TypePolicy.cpp,59,0,3109,0,932,0,0,1763,539,0,0,3,6,2,886,0
media/ffvpx/compat/w32pthreads.h,15,0,682,0,37,0,0,72,69,0,0,0,0,0,884,0
mozglue/misc/Printf.cpp,24,0,1708,0,185,0,0,53,46,0,0,0,0,0,884,0
dom/xbl/nsXBLService.cpp,61,1,2174,0,201,6,20,287,120,11,2,7,75,6,882,0
js/src/jit/IonControlFlow.cpp,84,0,4220,0,325,0,0,748,506,0,0,7,71,4,882,0
netwerk/base/LoadInfo.cpp,33,0,2015,0,151,0,0,298,236,0,0,12,211,7,882,1
layout/base/RestyleTracker.h,19,1,1334,2,34,6,27,60,51,20,1,1,9,1,881,0
xpcom/components/ManifestParser.cpp,18,0,1377,0,91,0,0,84,61,0,0,5,37,4,880,0
intl/icu/source/i18n/ucal.cpp,53,0,1497,0,139,0,0,207,154,0,0,0,0,0,878,0
media/webrtc/trunk/webrtc/modules/audio_coding/neteq/neteq_impl.cc,58,0,3913,0,310,0,0,656,303,0,0,2,1022,2,875,0
xpcom/reflect/xptcall/md/win32/xptcstubs.cpp,6,0,333,0,24,0,0,26,6,0,0,1,2,1,874,0
dom/base/nsStyleLinkElement.cpp,29,0,1201,0,117,0,0,159,77,0,0,15,89,9,868,0
gfx/skia/skia/src/core/SkRasterClip.cpp,46,0,945,0,126,0,0,246,246,0,0,0,0,0,868,0
media/webrtc/trunk/webrtc/modules/rtp_rtcp/source/rtp_receiver_audio.cc,14,0,544,0,43,0,0,97,70,0,0,1,156,1,866,0
security/nss/lib/base/arena.c,18,0,1722,0,53,0,3,81,467,0,0,0,0,0,866,0
security/nss/lib/util/secport.c,35,0,1399,0,106,0,2,106,177,0,0,4,189,1,861,0
xpcom/base/nsConsoleService.cpp,22,4,928,0,58,1,9,134,45,4,2,8,42,4,859,0
dom/bindings/nsScriptError.cpp,25,0,924,0,87,0,0,164,130,0,0,1,1,1,858,0
media/libstagefright/frameworks/av/media/libstagefright/MPEG4Extractor.cpp,54,4,5937,0,548,9,12,301,203,22,2,0,0,0,854,0
startupcache/StartupCache.cpp,48,0,1303,0,125,0,0,189,88,0,0,5,76,4,853,0
dom/security/nsCSPParser.cpp,51,0,2610,0,167,0,0,441,301,0,0,4,12,4,852,1
modules/libjar/nsJAR.cpp,94,0,1685,0,220,0,0,336,128,0,0,6,568,5,852,0
netwerk/sctp/datachannel/DataChannel.cpp,120,5,5871,0,382,5,10,554,491,12,3,13,1804,9,846,0
dom/plugins/base/nsPluginInstanceOwner.cpp,121,3,5751,0,360,2,8,452,162,10,2,15,519,12,839,0
dom/media/mediasource/MediaSourceDecoder.cpp,21,0,689,0,54,0,0,183,69,0,0,32,131,7,838,0
dom/bindings/WebIDLGlobalNameHash.cpp,15,2,700,0,39,0,6,97,70,9,2,6,45,2,836,0
ipc/chromium/src/third_party/libevent/evmap.c,94,0,1849,0,294,0,3,243,403,0,0,0,0,0,835,0
dom/xul/nsXULPrototypeCache.cpp,41,0,1179,0,114,0,0,211,126,0,0,1,6,1,833,0
toolkit/xre/nsUpdateDriver.cpp,33,0,1764,0,125,0,0,153,83,0,0,10,206,5,832,1
js/src/vm/StringBuffer.cpp,11,0,316,0,29,0,0,72,22,0,0,0,0,0,831,0
xpcom/io/nsSegmentedBuffer.cpp,11,0,285,0,19,0,0,39,21,0,0,0,0,0,831,0
dom/base/nsJSUtils.h,9,1,1294,0,13,9,32,34,178,41,1,4,14,3,830,0
gfx/ots/src/ots.cc,35,0,1966,0,196,1,0,146,149,2,0,4,674,3,830,0
layout/style/ServoCSSRuleList.cpp,16,0,425,0,48,0,0,82,45,0,0,9,215,5,830,0
gfx/layers/client/TiledContentClient.cpp,54,2,2868,0,169,0,3,338,203,8,1,6,53,5,828,0
media/libstagefright/binding/H264.cpp,49,0,2103,0,175,7,7,246,156,11,0,27,1727,2,828,0
media/webrtc/trunk/webrtc/modules/rtp_rtcp/source/rtp_rtcp_impl.cc,30,0,1722,0,176,0,0,347,381,0,0,4,416,2,828,0
nsprpub/pr/src/threads/prcthr.c,28,0,700,0,75,0,0,104,75,0,0,0,0,0,828,0
layout/style/ServoMediaRule.cpp,3,0,176,0,11,0,0,23,7,0,0,2,4,2,826,0
gfx/layers/wr/WebRenderBridgeChild.h,3,3,396,0,18,17,19,28,21,56,3,21,100,9,824,0
netwerk/base/nsUnicharStreamLoader.cpp,19,0,469,0,40,0,0,94,54,0,0,2,29,2,824,0
ipc/glue/Transport_win.h,7,0,255,0,9,0,3,12,11,2,0,0,0,0,820,0
dom/media/MediaEventSource.h,17,8,1040,2,50,9,22,100,96,54,7,5,40,2,818,0
gfx/webrender_bindings/RenderD3D11TextureHostOGL.cpp,27,0,858,0,74,0,0,101,41,0,0,5,535,2,817,0
gfx/layers/client/ClientLayerManager.h,6,3,936,10,44,23,30,62,70,106,3,5,12,4,815,0
js/src/vm/ProxyObject.cpp,7,0,398,0,22,0,0,84,22,0,0,3,18,1,814,0
gfx/layers/wr/WebRenderBridgeParent.cpp,75,0,2751,0,221,2,2,468,184,2,0,89,2643,14,813,0
dom/power/WakeLock.cpp,24,0,522,0,60,0,0,86,36,0,0,0,0,0,812,0
xpcom/base/HoldDropJSObjects.cpp,0,0,105,0,4,0,0,11,7,0,0,0,0,0,811,0
js/src/jit/x64/BaseAssembler-x64.h,38,2,2685,0,228,0,5,454,418,115,1,1,10,1,809,0
js/src/jsfriendapi.h,32,8,4892,11,201,18,40,353,753,82,10,31,731,19,808,0
media/libcubeb/src/cubeb_resampler_internal.h,14,4,1467,5,47,20,12,120,118,40,5,0,0,0,808,0
media/webrtc/signaling/src/peerconnection/PeerConnectionMedia.cpp,93,1,3805,0,234,1,1,467,309,15,1,9,48,6,808,0
xpcom/ds/nsVariant.cpp,99,0,4113,0,611,0,0,510,922,0,0,0,0,0,808,0
xpcom/reflect/xptcall/xptcall.cpp,3,0,145,0,11,0,0,18,11,0,0,0,0,0,806,0
dom/power/PowerManagerService.cpp,15,0,291,0,29,0,0,60,33,0,0,2,88,1,804,0
gfx/2d/DrawTargetCapture.cpp,10,0,648,0,39,0,0,95,96,0,0,10,113,4,803,0
layout/style/nsCSSDataBlock.cpp,45,0,1512,0,101,0,0,230,127,0,0,1,3,1,801,0
js/src/wasm/WasmGenerator.cpp,48,0,2012,0,189,0,0,385,310,0,0,20,2993,3,799,0
dom/events/DataTransferItemList.cpp,37,0,1124,0,82,0,0,148,55,0,0,1,8,1,798,0
layout/generic/nsVideoFrame.cpp,38,4,1724,0,119,0,23,269,166,10,2,25,205,11,798,0
gfx/layers/composite/CanvasLayerComposite.cpp,7,0,278,0,17,0,0,35,19,0,0,0,0,0,796,0
media/libspeex_resampler/src/resample.c,46,0,2241,0,148,0,1,168,252,0,0,0,0,0,795,0
dom/bindings/CallbackObject.h,20,9,1602,1,71,14,28,159,106,79,4,3,28,3,794,0
dom/media/MediaCache.cpp,127,4,6385,0,389,5,36,581,621,47,3,66,1886,8,794,0
gfx/thebes/gfxBlur.cpp,40,3,2723,0,132,0,17,314,342,14,2,4,42,3,794,0
toolkit/components/backgroundhangmonitor/BackgroundHangMonitor.cpp,34,2,1723,0,67,4,24,143,91,28,2,15,2002,4,792,0
xpcom/ds/Observer.h,6,0,329,6,6,0,21,9,8,33,0,0,0,0,788,0
layout/tables/nsTableCellFrame.cpp,46,3,2307,0,155,0,9,381,201,7,1,24,197,12,787,0
js/xpconnect/src/XPCVariant.cpp,21,0,1609,0,178,0,5,243,142,1,0,0,0,0,785,0
dom/media/gmp/ChromiumCDMChild.cpp,34,2,1648,0,88,3,6,361,240,12,1,6,144,4,782,0
chrome/nsChromeRegistryChrome.cpp,50,0,1756,0,151,0,0,263,192,0,0,10,68,5,781,0
gfx/cairo/cairo/src/cairo-scaled-font.c,109,0,5235,0,353,0,5,440,652,0,0,1,20,1,780,0
layout/style/ErrorReporter.cpp,0,0,439,0,0,0,0,0,0,0,0,8,310,5,779,0
media/webrtc/trunk/webrtc/modules/rtp_rtcp/source/rtcp_sender.cc,67,3,2133,0,190,3,10,478,478,10,3,2,678,1,779,0
accessible/base/nsEventShell.cpp,10,0,132,0,13,0,0,13,28,0,0,1,2,1,777,0
xpcom/base/nsISupportsImpl.h,6,0,1579,0,32,3,2,62,1311,45,0,6,101,4,777,0
dom/media/MediaManager.cpp,185,17,8809,0,563,55,111,1140,549,88,10,36,1027,17,776,0
js/xpconnect/src/XPCThrower.cpp,16,0,315,0,37,0,0,52,23,0,0,1,8,1,776,1
netwerk/sctp/src/netinet/sctp_indata.c,102,0,10576,0,662,0,0,748,716,0,0,0,0,0,776,0
gfx/gl/SharedSurface.h,10,3,968,1,36,23,14,58,28,56,6,3,9,3,773,0
gfx/layers/apz/util/APZCCallbackHelper.cpp,51,1,1956,0,131,3,1,276,173,3,1,6,42,3,773,0
js/src/proxy/BaseProxyHandler.cpp,16,0,841,0,71,0,0,114,56,0,0,10,50,3,772,0
js/src/jit/shared/LIR-shared.h,14,2380,23936,71,2372,53,1623,4511,4010,2351,449,20,546,7,769,0
security/manager/ssl/nsSiteSecurityService.cpp,117,2,3806,0,397,0,7,499,411,5,1,5,162,4,766,0
xpfe/appshell/nsContentTreeOwner.cpp,183,1,2264,0,347,0,11,304,156,14,1,9,82,6,764,0
js/public/GCAPI.h,3,0,874,0,21,6,8,43,8,6,0,11,152,4,763,0
js/src/gc/Iteration.cpp,15,0,253,0,24,0,0,62,38,0,0,1,2,1,763,0
ipc/glue/URIUtils.cpp,5,0,263,0,18,0,0,30,110,0,0,0,0,0,762,0
modules/libpref/prefapi.cpp,66,0,1896,0,163,0,0,246,276,0,0,3,56,3,754,0
xpfe/appshell/nsWebShellWindow.cpp,45,1,1413,0,140,1,6,196,68,7,2,8,60,7,753,0
editor/libeditor/HTMLEditRules.cpp,486,4,17589,0,3281,1,8,2053,1136,6,4,40,894,8,750,0
dom/media/AudioConverter.cpp,23,0,752,0,62,0,0,92,86,0,0,1,3,1,748,0
parser/html/nsHtml5StringParser.cpp,17,0,240,0,27,0,0,69,41,0,0,0,0,0,747,0
js/src/jit/x64/MacroAssembler-x64.cpp,28,0,1739,0,137,0,0,333,233,0,0,8,151,3,746,0
layout/tables/nsTableRowGroupFrame.cpp,111,0,3906,0,315,0,2,587,195,3,0,6,66,4,744,0
gfx/thebes/gfxHarfBuzzShaper.cpp,56,0,3444,0,232,0,15,287,247,0,0,5,93,2,743,0
layout/generic/nsILineIterator.h,4,0,240,2,10,1,3,12,14,22,0,0,0,0,737,0
js/src/jit/BaselineFrameInfo.cpp,10,0,329,0,28,0,0,55,19,0,0,3,6,2,735,0
js/src/jit/x64/MacroAssembler-x64.h,25,6,3107,0,210,0,51,562,557,209,3,5,36,4,735,0
js/src/jit/Safepoints.cpp,21,0,913,0,53,0,0,102,58,0,0,1,3,1,733,0
js/src/vm/Xdr.h,23,5,1411,3,63,16,20,125,149,62,5,0,0,0,733,0
js/src/jit/CacheIR.h,44,19,6985,15,211,189,214,512,1557,336,19,24,467,6,732,0
gfx/gl/GLBlitHelper.cpp,28,0,1859,0,68,19,6,162,137,9,0,17,6709,5,731,0
gfx/layers/basic/BasicCanvasLayer.cpp,3,0,157,0,11,0,0,27,5,0,0,3,90,3,730,0
js/xpconnect/src/xpcObjectHelper.h,12,0,330,1,19,3,6,34,38,12,0,0,0,0,730,0
toolkit/crashreporter/breakpad-client/mac/crash_generation/crash_generation_client.cc,2,0,106,0,2,0,0,15,6,0,0,0,0,0,730,0
widget/GfxInfoBase.cpp,74,1,3000,0,295,0,7,347,324,10,1,20,109,9,729,0
js/src/jit/ICStubSpace.h,1,2,158,2,6,0,2,12,22,9,2,0,0,0,727,0
dom/base/nsContentPolicy.cpp,17,0,406,0,37,0,0,59,42,0,0,4,67,4,722,0
media/mtransport/transportlayerice.cpp,20,0,356,0,39,0,0,60,58,0,0,0,0,0,722,0
media/mtransport/third_party/nICEr/src/ice/ice_socket.c,29,0,705,0,71,0,0,87,76,0,0,0,0,0,720,0
xpcom/build/ServiceList.h,21,0,76,0,60,0,0,100,55,0,0,0,0,0,720,0
gfx/2d/DrawTarget.cpp,14,0,465,0,22,0,0,29,41,0,0,6,645,3,719,1
parser/htmlparser/nsExpatDriver.cpp,74,0,2633,0,241,0,0,305,246,0,0,4,44,2,718,0
toolkit/components/telemetry/TelemetryIOInterposeObserver.cpp,8,0,342,0,27,0,0,55,46,0,0,1,185,1,717,0
dom/messagechannel/MessagePort.cpp,44,6,2127,0,145,4,16,283,103,16,3,13,148,7,716,0
js/src/jit/BaselineIC.h,31,127,8733,8,201,14,922,461,477,259,86,5,60,3,715,0
netwerk/sctp/src/netinet/sctp_callout.c,7,0,311,0,12,0,0,30,17,0,0,0,0,0,712,0
dom/canvas/WebGLContextDraw.cpp,49,0,2723,0,191,8,9,216,220,6,0,1,2,1,711,0
layout/style/nsAnimationManager.cpp,36,0,2184,0,119,5,30,249,126,12,0,8,98,4,708,0
gfx/layers/PaintThread.cpp,11,0,525,0,30,0,3,88,32,2,0,25,1049,9,707,0
nsprpub/pr/src/misc/prnetdb.c,50,0,3794,0,248,0,1,176,589,0,0,1,23,1,706,0
js/src/jit/RangeAnalysis.cpp,159,0,6961,0,599,0,0,1132,396,0,0,1,12,1,705,1
intl/icu/source/i18n/ucol_res.cpp,38,3,1304,0,108,0,4,248,142,3,1,0,0,0,704,0
storage/mozStorageBindingParams.cpp,77,0,963,0,140,0,1,204,118,1,0,0,0,0,704,0
netwerk/base/nsURLHelper.cpp,68,0,2257,0,185,0,0,177,180,0,0,3,123,3,703,1
extensions/spellcheck/src/mozSpellChecker.cpp,52,0,1126,0,121,0,0,204,61,0,0,2,55,2,700,0
gfx/2d/SourceSurfaceSkia.cpp,15,0,382,0,31,0,0,73,38,0,0,1,28,1,699,0
js/src/jit/shared/CodeGenerator-shared.h,10,10,3643,48,93,21,165,206,542,166,6,0,0,0,699,0
js/src/jit/x86-shared/MacroAssembler-x86-shared.cpp,20,0,1674,0,112,0,5,260,182,2,0,1,44,1,698,0
gfx/layers/mlgpu/TexturedLayerMLGPU.cpp,9,0,389,0,25,0,0,73,26,0,0,2,212,2,697,0
gfx/2d/DrawTargetRecording.cpp,16,4,1297,0,87,0,20,276,242,35,4,7,361,2,695,0
js/src/jsgcinlines.h,22,7,1290,6,81,17,23,234,342,86,8,2,13,1,695,0
dom/media/ChannelMediaResource.cpp,54,0,1966,0,210,0,0,306,128,0,0,16,1251,6,690,0
dom/workers/ServiceWorkerPrivate.cpp,109,29,5421,10,314,57,132,754,408,91,26,18,277,10,689,0
nsprpub/pr/src/md/windows/w32poll.c,15,0,631,0,49,0,1,34,34,0,0,0,0,0,688,0
gfx/skia/skia/src/ports/SkScalerContext_win_dw.cpp,49,0,1932,0,144,0,0,318,253,1,0,0,0,0,683,0
js/src/jit/x64/Lowering-x64.cpp,12,0,953,0,88,0,0,248,78,0,0,1,6,1,683,0
layout/generic/nsTextFrame.h,15,7,6660,4,62,0,138,101,247,191,4,14,100,5,681,0
tools/profiler/public/GeckoProfiler.h,7,0,1094,3,91,5,8,89,231,67,0,35,1461,7,681,0
gfx/thebes/gfxFont.h,57,10,8082,10,203,27,165,316,518,261,9,15,437,6,679,0
dom/messagechannel/MessagePortChild.cpp,4,0,92,0,8,0,0,13,0,0,0,1,5,1,677,0
dom/events/EventListenerService.cpp,46,0,789,0,125,0,0,166,68,0,0,4,54,3,676,0
layout/base/AccessibleCaretEventHub.cpp,37,7,1816,0,130,0,30,217,270,41,7,5,80,2,676,0
xpcom/io/nsMultiplexInputStream.cpp,63,5,2245,0,199,16,20,242,155,25,7,9,337,4,676,0
gfx/thebes/gfxFontEntry.h,30,3,3433,11,71,4,67,141,256,141,2,10,103,2,675,0
dom/animation/EffectCompositor.cpp,59,0,2574,0,185,4,1,309,177,2,0,13,153,5,674,0
layout/xul/nsMenuPopupFrame.cpp,109,0,5089,0,412,0,0,577,251,0,0,15,100,11,672,1
js/src/vm/AsyncFunction.cpp,8,0,449,0,33,2,0,55,65,0,0,1,3,1,667,0
js/public/HeapAPI.h,10,2,842,0,56,6,7,112,109,17,2,9,90,2,666,0
js/src/jit/x86-shared/MoveEmitter-x86-shared.cpp,31,0,1118,0,88,0,0,189,92,0,0,0,0,0,663,0
gfx/layers/RotatedBuffer.cpp,39,0,1670,0,122,0,0,208,175,0,0,14,540,7,662,0
caps/BasePrincipal.cpp,47,0,894,0,104,0,0,155,40,0,0,7,78,4,661,0
third_party/aom/av1/common/av1_fwd_txfm1d.c,5,0,3849,0,16,0,0,22,50,0,0,0,0,0,661,0
widget/windows/nsImageClipboard.cpp,21,0,894,0,81,0,0,64,75,0,0,1,1,1,660,0
dom/media/webm/WebMDemuxer.cpp,51,0,2595,0,220,0,0,429,253,0,0,9,158,5,658,0
dom/plugins/ipc/PluginMessageUtils.h,31,2,1809,0,94,0,33,80,257,41,1,2,12,2,657,0
toolkit/xre/nsXREDirProvider.cpp,59,0,3035,0,196,0,0,204,64,0,0,20,318,12,655,0
gfx/vr/ipc/VRManagerParent.cpp,14,0,911,0,59,0,0,172,61,0,0,17,212,8,652,0
toolkit/components/url-classifier/HashStore.cpp,98,0,2337,0,373,0,0,319,288,0,0,2,25,2,652,0
tools/profiler/gecko/ThreadResponsiveness.cpp,8,2,301,0,14,0,5,38,10,7,2,10,146,6,652,0
js/xpconnect/src/ExportHelpers.cpp,22,1,1046,0,73,0,12,127,53,6,1,3,18,2,650,0
gfx/ipc/CompositorWidgetVsyncObserver.cpp,0,0,54,0,2,0,0,11,6,0,0,0,0,0,649,0
gfx/cairo/cairo/src/cairo-dwrite-font.cpp,45,1,3003,0,152,0,2,283,306,7,1,0,0,0,648,0
ipc/glue/BackgroundParentImpl.cpp,17,3,1801,0,92,3,6,321,94,7,2,10,169,5,644,0
dom/media/platforms/agnostic/BlankDecoderModule.cpp,5,0,297,0,14,0,0,59,38,0,0,5,38,3,643,0
gfx/thebes/gfxDWriteFonts.cpp,28,0,1394,0,93,0,5,180,126,0,0,8,239,4,641,0
dom/security/nsContentSecurityManager.cpp,42,0,1601,0,156,0,0,175,139,0,0,15,236,8,638,0
gfx/layers/client/CompositableClient.h,3,0,539,4,11,1,22,16,10,37,0,0,0,0,637,0
netwerk/protocol/http/NullHttpTransaction.cpp,23,1,683,0,61,9,11,127,76,6,1,1,24,1,635,0
js/src/threading/ProtectedData.h,3,2,642,2,43,9,4,79,68,43,2,0,0,0,631,0
layout/painting/DisplayListClipState.cpp,11,0,320,0,22,0,0,42,72,0,0,0,0,0,631,0
gfx/gl/SharedSurfaceEGL.cpp,8,0,469,0,20,0,0,61,51,0,0,1,4,1,630,0
media/webrtc/trunk/webrtc/base/checks.cc,0,0,209,0,8,0,0,18,5506,0,0,2,29,1,630,0
modules/zlib/src/deflate.c,63,0,3855,0,330,0,0,297,399,0,0,0,0,0,630,0
dom/cache/QuotaClient.cpp,21,1,1292,0,63,0,9,128,54,19,1,7,412,1,626,1
dom/media/mediasource/TrackBuffersManager.h,13,1,2000,0,30,42,43,70,71,102,1,4,23,2,625,0
dom/media/webaudio/AudioBuffer.cpp,27,1,971,0,68,1,6,143,99,11,1,11,477,2,622,0
dom/storage/StorageIPC.cpp,62,8,2626,0,160,23,21,423,155,26,5,12,878,4,622,0
gfx/thebes/gfxPlatformGtk.cpp,17,0,1235,0,40,0,0,72,45,0,0,16,134,8,620,0
netwerk/dns/GetAddrInfo.cpp,3,0,479,0,10,0,0,17,20,0,0,0,0,0,620,0
js/src/ds/OrderedHashTable.h,34,2,2542,0,148,17,9,309,334,107,2,1,95,1,619,0
widget/gtk/nsWindow.cpp,248,1,12777,0,876,7,15,1252,683,15,1,22,212,12,619,0
intl/strres/nsStringBundle.cpp,50,1,1403,0,157,0,1,253,132,2,1,14,455,5,617,0
widget/PluginWidgetProxy.cpp,17,0,342,0,40,0,0,48,17,0,0,0,0,0,616,0
xpcom/threads/nsTimerImpl.h,14,2,1192,1,24,5,28,41,66,50,2,3,17,3,616,0
widget/windows/nsDataObj.cpp,111,1,4177,0,333,0,7,641,253,7,1,5,24,2,615,1
netwerk/base/nsSerializationHelper.cpp,12,0,125,0,23,0,0,34,43,0,0,1,4,1,614,0
toolkit/components/url-classifier/nsUrlClassifierProxies.cpp,17,0,681,0,72,0,0,130,123,0,0,5,120,2,608,0
gfx/src/FilterSupport.cpp,65,0,4171,0,363,3,8,473,559,7,0,1,10,1,607,1
toolkit/components/backgroundhangmonitor/ThreadStackHelper.cpp,14,0,573,0,40,1,0,75,44,2,0,8,1150,2,604,0
media/libopus/celt/bands.c,63,0,3168,0,242,0,2,127,267,0,0,1,306,1,603,0
ipc/chromium/src/chrome/common/ipc_message.h,4,2,1517,3,51,3,5,88,63,78,2,7,302,6,602,0
layout/style/nsCSSScanner.cpp,49,0,2555,0,197,0,0,261,215,0,0,3,147,2,602,0
nsprpub/lib/ds/plarena.c,13,0,533,0,34,0,0,37,83,0,0,0,0,0,600,0
layout/build/nsLayoutStatics.cpp,4,0,732,0,21,0,0,113,3,0,0,12,44,8,597,0
xpcom/threads/ReentrantMonitor.h,3,1,538,0,21,3,4,44,27,37,1,2,13,2,597,0
dom/workers/ServiceWorkerRegistrar.cpp,44,2,2307,0,232,1,3,271,108,2,1,10,298,5,596,0
gfx/cairo/libpixman/src/pixman-bits-image.c,68,0,3466,0,237,0,0,271,722,0,0,0,0,0,594,0
gfx/angle/src/libANGLE/renderer/d3d/d3d11/SwapChain11.cpp,25,0,1673,0,115,0,0,245,50,0,0,0,0,0,592,0
gfx/layers/composite/PaintedLayerComposite.cpp,9,0,319,0,23,0,0,49,24,0,0,1,3,1,590,0
gfx/layers/client/ClientTiledPaintedLayer.cpp,21,0,1203,0,72,0,0,188,75,0,0,5,75,3,585,0
parser/html/nsHtml5Parser.cpp,36,0,1465,0,156,0,0,177,39,0,0,6,57,4,585,0
dom/animation/AnimValuesStyleRule.cpp,9,0,192,0,17,0,0,38,21,0,0,2,8,2,581,0
dom/media/gmp/GMPServiceChild.cpp,33,2,1080,0,59,2,5,211,59,4,1,9,54,5,581,1
xpcom/base/nsCRTGlue.cpp,24,0,620,0,46,0,0,38,140,0,0,0,0,0,581,0
gfx/angle/src/compiler/translator/SymbolTable.cpp,20,0,690,0,85,0,0,95,98,0,0,0,0,0,580,0
gfx/vr/ipc/VRManagerChild.cpp,36,0,1323,0,102,0,0,217,172,4,0,10,152,6,580,1
js/public/Id.h,4,0,341,0,25,0,2,49,51,5,0,2,10,1,579,0
layout/tables/BasicTableLayoutStrategy.cpp,29,0,2073,0,165,0,0,120,72,1,0,4,78,3,579,0
chrome/nsChromeRegistry.cpp,58,0,1333,0,155,0,0,207,70,0,0,4,51,4,578,1
dom/ipc/PreallocatedProcessManager.cpp,24,1,620,0,56,4,11,88,33,21,1,9,331,4,578,0
media/libvpx/libvpx/vp8/common/extend.c,4,0,289,0,13,0,0,4,52,0,0,0,0,0,578,0
js/src/wasm/WasmTextToBinary.cpp,242,0,10685,0,1379,20,20,1424,1443,69,0,5,61,4,577,0
layout/base/nsCSSFrameConstructor.h,15,4,5434,1,73,34,76,137,122,234,3,35,701,11,577,0
xpcom/reflect/xptinfo/xptiInterfaceInfoManager.cpp,16,0,422,0,39,0,0,63,61,0,0,0,0,0,577,0
image/IDecodingTask.cpp,9,0,377,0,18,0,0,50,22,0,0,1,63,1,576,0
js/src/jit/InlineList.h,6,7,1729,18,104,7,15,209,375,243,5,0,0,0,575,0
dom/events/AsyncEventDispatcher.cpp,8,0,224,0,19,0,0,38,10,0,0,7,37,4,571,0
ipc/glue/IPCStreamUtils.cpp,31,0,1185,0,77,0,0,165,101,0,0,0,0,0,571,1
ipc/mscom/FastMarshaler.cpp,12,0,351,0,28,0,0,39,34,0,0,1,190,1,570,0
gfx/skia/skia/src/gpu/SkGpuDevice.cpp,110,0,3327,0,405,0,0,1013,352,0,0,0,0,0,568,0
toolkit/crashreporter/breakpad-client/windows/crash_generation/crash_generation_client.cc,17,0,669,0,42,0,0,84,66,0,0,0,0,0,568,0
dom/html/nsTextEditorState.cpp,145,14,5454,0,477,20,119,685,413,82,10,35,932,12,567,0
layout/style/AnimationCommon.h,14,1,819,0,34,1,13,61,328,16,2,1,15,1,566,0
dom/xbl/nsXBLEventHandler.cpp,15,0,344,0,43,0,0,90,51,0,0,0,0,0,565,0
widget/android/GeckoScreenOrientation.h,3,3,114,0,3,0,4,10,6,2,1,0,0,0,565,0
modules/brotli/dec/decode.c,97,0,4495,0,453,0,0,396,479,0,0,2,1356,1,563,0
security/sandbox/chromium/sandbox/win/src/interception.cc,20,0,1019,0,86,0,0,158,140,0,0,0,0,0,561,0
layout/base/nsPresContext.h,26,9,6204,2,169,7,117,240,1601,304,6,26,211,18,559,0
netwerk/cache2/CacheFileUtils.cpp,38,2,1551,0,118,5,7,163,197,7,1,10,762,6,558,0
toolkit/profile/nsToolkitProfileService.cpp,75,5,2169,0,277,10,35,280,153,28,5,0,0,0,557,0
xpcom/build/FileLocation.cpp,16,0,448,0,41,0,0,76,55,0,0,2,17,2,554,0
netwerk/protocol/http/nsHttpRequestHead.cpp,15,0,723,0,58,0,0,74,161,0,0,2,8,2,553,0
nsprpub/pr/src/io/prlayer.c,24,0,1393,0,93,0,1,115,342,0,0,1,51,1,551,0
